episode,agent,algorithm,reward_fn,revenue,market_share,total_reward
6,costco,QTableAgent,bulk_volume,9120343.86190008,0.31047274040542483,2106047175.1400008
7,walmart,DQNAgent,pure_revenue,490844.7490000001,0.01411441739845929,151805511.9347999
7,target,DQNAgent,profit_margin,442248.3065999999,0.012003513499979643,81195022.03819998
7,amazon_fresh,DQNAgent,market_share,244109.0057000001,0.006423566298854482,755824.6855640736
7,qfc,QTableAgent,revenue_with_inventory,8914966.223600075,0.3027283422895397,1499625369.4577093
7,safeway,PPOAgent,long_term_value,730340.9189999995,0.022002116767777562,215368123.99009997
7,kroger,PPOAgent,promo_aware_profit,379940.6687000002,0.010269413489885297,65611557.29835995
7,trader_joes,A2CAgent,premium_floor,377677.79950000014,0.010801050840567825,18676066.144000012
7,whole_foods,A2CAgent,prestige_reward,364736.63059999986,0.01009779584128739,47401435.507099904
7,aldi,QTableAgent,discount_maximization,8901035.734400077,0.30200293610060736,1503556904.9967077
7,costco,QTableAgent,bulk_volume,9106171.659300083,0.30955684747304146,2095634567.680001
8,walmart,DQNAgent,pure_revenue,551477.8587000002,0.01634984139206485,159480277.1699
8,target,DQNAgent,profit_margin,343025.08240000013,0.009207089835350001,61862051.024999976
8,amazon_fresh,DQNAgent,market_share,363480.88029999996,0.00956774765751659,1150178.1897980687
8,qfc,QTableAgent,revenue_with_inventory,8939872.938800076,0.30324964456007286,1504467759.0405085
8,safeway,PPOAgent,long_term_value,744790.9137999992,0.02181747924189556,229867584.3345995
8,kroger,PPOAgent,promo_aware_profit,296346.8398999999,0.00784670370647998,51771632.59459995
8,trader_joes,A2CAgent,premium_floor,394758.1133000003,0.0112013705853289,18040679.268799994
8,whole_foods,A2CAgent,prestige_reward,358184.4136999999,0.009826311755094236,45273236.264800005
8,aldi,QTableAgent,discount_maximization,8894224.979800073,0.30162145867852014,1508501261.42561
8,costco,QTableAgent,bulk_volume,9120752.337500084,0.3093123525876769,2101414206.22
9,walmart,DQNAgent,pure_revenue,631867.4743999996,0.018642235940846234,170280826.54249987
9,target,DQNAgent,profit_margin,375207.9214,0.010182197985844313,68701131.84320001
9,amazon_fresh,DQNAgent,market_share,327417.23679999996,0.008699125520659094,1015731.5257715967
9,qfc,QTableAgent,revenue_with_inventory,8889658.126500074,0.30326711167505094,1502622914.6185086
9,safeway,PPOAgent,long_term_value,626319.7385,0.018579940163269328,184755293.5228001
9,kroger,PPOAgent,promo_aware_profit,217629.15429999994,0.005551543996658881,38533316.0185
9,trader_joes,A2CAgent,premium_floor,457439.3964999999,0.013090783804460413,25785361.499500014
9,whole_foods,A2CAgent,prestige_reward,355542.0677999998,0.009767978664803808,43652708.598599955
9,aldi,QTableAgent,discount_maximization,8869249.971800074,0.30239431302457864,1507193107.872608
9,costco,QTableAgent,bulk_volume,9075057.481000083,0.3098247692238284,2093194863.62
10,walmart,DQNAgent,pure_revenue,569327.8707999999,0.016918430779404584,158148777.54959992
10,target,DQNAgent,profit_margin,407678.9306000003,0.011108831581413113,74805639.60900012
10,amazon_fresh,DQNAgent,market_share,315029.3722000001,0.008304271632755232,965538.210916859
10,qfc,QTableAgent,revenue_with_inventory,8987721.472500078,0.3054715926919709,1519652236.741211
10,safeway,PPOAgent,long_term_value,555948.2733999995,0.015997065992627776,167061569.27549997
10,kroger,PPOAgent,promo_aware_profit,246555.3603999998,0.006354826385417872,46627484.473020025
10,trader_joes,A2CAgent,premium_floor,455076.0447999999,0.013008984748664451,26169239.608599972
10,whole_foods,A2CAgent,prestige_reward,364324.57429999986,0.009967750427901807,44552787.790700026
10,aldi,QTableAgent,discount_maximization,8894627.777100075,0.3024349257337113,1509642352.4212084
10,costco,QTableAgent,bulk_volume,9126634.355800081,0.31043332002613294,2106871500.0000002
11,walmart,DQNAgent,pure_revenue,553161.3113000001,0.01642278457256796,154708665.01410002
11,target,DQNAgent,profit_margin,370929.57719999977,0.010080942988380458,65523420.11379995
11,amazon_fresh,DQNAgent,market_share,287198.53450000007,0.0076519125478553785,883979.2770312197
11,qfc,QTableAgent,revenue_with_inventory,8923820.759500077,0.30490587361444255,1506955560.7299085
11,safeway,PPOAgent,long_term_value,668086.8678999993,0.019640465336040813,207182249.57879984
11,kroger,PPOAgent,promo_aware_profit,226567.07289999982,0.005853142046014754,40490856.713800035
11,trader_joes,A2CAgent,premium_floor,430040.8242,0.01241939382013554,19729652.82770001
11,whole_foods,A2CAgent,prestige_reward,357570.4209999998,0.01006015057129603,43751291.77490003
11,aldi,QTableAgent,discount_maximization,8855701.737800071,0.3025257077631724,1505598348.4484084
11,costco,QTableAgent,bulk_volume,9085433.90020008,0.3104396267400942,2100359708.2499993
12,walmart,DQNAgent,pure_revenue,483731.8085999999,0.013805473559236428,140371240.75930005
12,target,DQNAgent,profit_margin,403966.0287,0.010814320212288462,73504358.59729995
12,amazon_fresh,DQNAgent,market_share,306591.0625,0.008076364448499422,944244.539551284
12,qfc,QTableAgent,revenue_with_inventory,8945612.391200077,0.30562473634435827,1515627135.6831076
12,safeway,PPOAgent,long_term_value,555752.7734000001,0.01560313324341007,174282852.07080016
12,kroger,PPOAgent,promo_aware_profit,247787.18949999986,0.006346422781354809,46745476.241960034
12,trader_joes,A2CAgent,premium_floor,450760.4885999999,0.013024309436422889,25329878.922799982
12,whole_foods,A2CAgent,prestige_reward,370747.16149999993,0.010205751017563328,46453334.41860003
12,aldi,QTableAgent,discount_maximization,8920509.133400075,0.3048463277817058,1522426785.1710086
12,costco,QTableAgent,bulk_volume,9113856.875000082,0.3116531611751605,2093051367.7199988
13,walmart,DQNAgent,pure_revenue,606007.1902000001,0.018024081243833777,168639924.5363001
13,target,DQNAgent,profit_margin,389209.66270000004,0.010652054481278827,70750939.1422
13,amazon_fresh,DQNAgent,market_share,285831.59190000006,0.007627644501504882,889350.3274180016
13,qfc,QTableAgent,revenue_with_inventory,8969195.833200075,0.30687321775255577,1518089587.7108078
13,safeway,PPOAgent,long_term_value,408537.9473,0.011250810843761184,125025706.52560008
13,kroger,PPOAgent,promo_aware_profit,224146.97519999987,0.005788025011059142,39047527.60915997
13,trader_joes,A2CAgent,premium_floor,446316.21680000005,0.012938279292516522,23029477.48130002
13,whole_foods,A2CAgent,prestige_reward,365359.9283,0.010219199307896417,46285465.37100002
13,aldi,QTableAgent,discount_maximization,8882279.738100074,0.3035826729553575,1514269241.176208
13,costco,QTableAgent,bulk_volume,9145905.945900083,0.31304401461023595,2121454749.8500001
14,walmart,DQNAgent,pure_revenue,671737.5087999998,0.02028661858590224,183555146.089
14,target,DQNAgent,profit_margin,398125.4966000001,0.010858000355772102,72500347.30840011
14,amazon_fresh,DQNAgent,market_share,256651.04699999996,0.006539000615150102,789129.8869848648
14,qfc,QTableAgent,revenue_with_inventory,8943273.216400076,0.30542375442320513,1510237162.6617095
14,safeway,PPOAgent,long_term_value,413893.8901999996,0.011150436375139289,131124072.99949993
14,kroger,PPOAgent,promo_aware_profit,240909.1218999999,0.006159242776286291,44229812.415879935
14,trader_joes,A2CAgent,premium_floor,448339.7332999999,0.012865303334210721,23908416.16189999
14,whole_foods,A2CAgent,prestige_reward,371291.24839999987,0.010209782845209377,47399735.01429999
14,aldi,QTableAgent,discount_maximization,8905067.48730007,0.3042967636734113,1513943300.7145083
14,costco,QTableAgent,bulk_volume,9137303.893700084,0.3122110970157134,2116776083.739999
15,walmart,DQNAgent,pure_revenue,501677.17310000025,0.0144503396278042,145418333.11910006
15,target,DQNAgent,profit_margin,418334.5303999998,0.0114268348983753,79124589.332
15,amazon_fresh,DQNAgent,market_share,336402.4312,0.009041661019905393,1036156.1923628422
15,qfc,QTableAgent,revenue_with_inventory,8984433.406400077,0.3070157318724944,1526743731.6578088
15,safeway,PPOAgent,long_term_value,348713.32779999997,0.009191507981903303,107424414.45770013
15,kroger,PPOAgent,promo_aware_profit,246044.5327999998,0.006259000902912925,45377369.53336003
15,trader_joes,A2CAgent,premium_floor,456977.79319999996,0.013050176255859622,27339690.354899984
15,whole_foods,A2CAgent,prestige_reward,377940.3894999999,0.010392004626887887,48687964.12719999
15,aldi,QTableAgent,discount_maximization,8950892.88240007,0.3059012632535302,1526769400.8245096
15,costco,QTableAgent,bulk_volume,9172353.93760008,0.31327147956032675,2126903991.1800015
16,walmart,DQNAgent,pure_revenue,559312.8193999998,0.016276935516751013,164949229.76009974
16,target,DQNAgent,profit_margin,425349.7758000001,0.011871750157891112,80092840.4086
16,amazon_fresh,DQNAgent,market_share,4925311.955900002,0.16737984168578254,7834887.594896172
16,qfc,QTableAgent,revenue_with_inventory,7527369.222800018,0.25569925767802837,1365121674.3439043
16,safeway,PPOAgent,long_term_value,336488.9152000003,0.00903145719278456,101536132.07240008
16,kroger,PPOAgent,promo_aware_profit,228458.5613999998,0.005796891981343023,40753057.364119954
16,trader_joes,A2CAgent,premium_floor,419337.9361999999,0.01192144438095293,21824158.623900004
16,whole_foods,A2CAgent,prestige_reward,348998.4654,0.009524835285678058,44305938.907400005
16,aldi,QTableAgent,discount_maximization,7451881.278500017,0.2530118368685194,1363965944.8965027
16,costco,QTableAgent,bulk_volume,7638632.611800022,0.25948574925226897,1891951702.53
17,walmart,DQNAgent,pure_revenue,378623.6477000002,0.011278067793705238,112680510.85850014
17,target,DQNAgent,profit_margin,288179.5029999999,0.008114595810383653,49679094.953
17,amazon_fresh,DQNAgent,market_share,6849665.482099994,0.2366879369805866,15134547.747668361
17,qfc,QTableAgent,revenue_with_inventory,6827002.514699995,0.23599367626336937,1166241162.7834964
17,safeway,PPOAgent,long_term_value,221277.0005000002,0.006120678336567296,65818487.2273
17,kroger,PPOAgent,promo_aware_profit,208003.99699999992,0.0056742702993004285,36386088.17093998
17,trader_joes,A2CAgent,premium_floor,369110.0181,0.011110146375658532,12145612.469599994
17,whole_foods,A2CAgent,prestige_reward,306912.12029999983,0.00886597838564767,36439020.8639
17,aldi,QTableAgent,discount_maximization,6810488.663899994,0.235456531626877,1175367787.901696
17,costco,QTableAgent,bulk_volume,6964160.9078,0.24069811812790426,1626319864.2200007
18,walmart,DQNAgent,pure_revenue,434447.7634000002,0.01327429475790594,120649147.68090016
18,target,DQNAgent,profit_margin,316267.33759999997,0.009037326359379972,54615156.09110007
18,amazon_fresh,DQNAgent,market_share,6868548.388299992,0.23711814201599943,15204843.342257308
18,qfc,QTableAgent,revenue_with_inventory,6795285.059599993,0.2345881594111606,1159114306.7169955
18,safeway,PPOAgent,long_term_value,243360.18360000028,0.006743713475144361,72203234.58950019
18,kroger,PPOAgent,promo_aware_profit,201807.2460999999,0.0054189281252989266,35829322.73002003
18,trader_joes,A2CAgent,premium_floor,371324.89239999995,0.011058835698329689,12754682.85409999
18,whole_foods,A2CAgent,prestige_reward,299926.50659999985,0.008628035501833447,35041009.80580001
18,aldi,QTableAgent,discount_maximization,6791946.430299994,0.23426747864766978,1171148088.2092967
18,costco,QTableAgent,bulk_volume,6953340.035899999,0.23986508600727785,1630864274.6599982
19,walmart,DQNAgent,pure_revenue,791215.1571999999,0.024271212213966883,151094706.44180012
19,target,DQNAgent,profit_margin,301757.3241000001,0.008659259146788667,52568023.75269997
19,amazon_fresh,DQNAgent,market_share,6790008.201699993,0.2343962217975309,15129320.64616035
19,qfc,QTableAgent,revenue_with_inventory,6738070.893399992,0.23263670303366585,1157655608.1598957
19,safeway,PPOAgent,long_term_value,224796.64770000015,0.0063366577555258536,66567286.9665
19,kroger,PPOAgent,promo_aware_profit,202435.69239999988,0.005493489801689923,35267592.97738007
19,trader_joes,A2CAgent,premium_floor,359342.93590000004,0.010791833796325508,9877064.081099989
19,whole_foods,A2CAgent,prestige_reward,302819.8484999999,0.008754739625022719,36417972.47030004
19,aldi,QTableAgent,discount_maximization,6686337.90039999,0.23085928784101103,1159868211.2015963
19,costco,QTableAgent,bulk_volume,6887906.5541999955,0.23780059498847267,1618403237.0499997
20,walmart,DQNAgent,pure_revenue,5631059.452599978,0.19565494522390206,976706079.7899944
20,target,DQNAgent,profit_margin,352888.9832999998,0.010952223639663906,59051456.153599955
20,amazon_fresh,DQNAgent,market_share,5489692.361899976,0.1907367712202338,12348539.620654617
20,qfc,QTableAgent,revenue_with_inventory,5480790.065899975,0.19041439147350261,941805592.6010935
20,safeway,PPOAgent,long_term_value,184655.8746000001,0.005276425402602455,54968053.142000005
20,kroger,PPOAgent,promo_aware_profit,171854.60499999998,0.004873362940958274,29228373.774439987
20,trader_joes,A2CAgent,premium_floor,305614.1186,0.009503909351019753,1797172.7685000047
20,whole_foods,A2CAgent,prestige_reward,250666.27719999995,0.007474980711702563,25845958.765400033
20,aldi,QTableAgent,discount_maximization,5475035.985399976,0.19023655659699917,948863023.1738937
20,costco,QTableAgent,bulk_volume,5600006.945099976,0.19487643343941538,1307969518.9400003
21,walmart,DQNAgent,pure_revenue,5626504.658699975,0.1955731815919968,972300011.9584932
21,target,DQNAgent,profit_margin,294001.57050000003,0.00901516637970286,46958501.96060004
21,amazon_fresh,DQNAgent,market_share,5536233.343799977,0.19229981749531036,12463773.636331996
21,qfc,QTableAgent,revenue_with_inventory,5494353.070499977,0.19070293617190637,940034181.5327944
21,safeway,PPOAgent,long_term_value,190231.6122000001,0.005444193009538744,57238517.51940009
21,kroger,PPOAgent,promo_aware_profit,166263.49629999988,0.004674285701571461,27608091.722259983
21,trader_joes,A2CAgent,premium_floor,302960.6473,0.009372677256672589,680825.6956999991
21,whole_foods,A2CAgent,prestige_reward,261866.39499999996,0.007876229013914385,29678760.959899977
21,aldi,QTableAgent,discount_maximization,5484586.437799975,0.19044635091980006,948457248.4663945
21,costco,QTableAgent,bulk_volume,5607513.932599978,0.19459516245958644,1311329906.6099994
22,walmart,DQNAgent,pure_revenue,5633244.669899978,0.19584623482300012,973264879.153693
22,target,DQNAgent,profit_margin,303846.3080999998,0.009227720192117784,50501307.097200006
22,amazon_fresh,DQNAgent,market_share,5508126.286099976,0.1914678736422509,12399061.133247659
22,qfc,QTableAgent,revenue_with_inventory,5468295.154499975,0.19017073159806197,938235644.4778943
22,safeway,PPOAgent,long_term_value,209094.07650000014,0.006061504085260132,62157807.69469996
22,kroger,PPOAgent,promo_aware_profit,160128.00629999992,0.004389543467950631,26533649.58392
22,trader_joes,A2CAgent,premium_floor,305239.52009999997,0.009372284114771132,780021.1870999981
22,whole_foods,A2CAgent,prestige_reward,268807.1743999999,0.00809755909321473,31664775.099500015
22,aldi,QTableAgent,discount_maximization,5459070.125699975,0.1898463529829766,942752751.5226947
22,costco,QTableAgent,bulk_volume,5622843.221399976,0.19552019600039594,1317875670.039999
23,walmart,DQNAgent,pure_revenue,5605604.677799977,0.19566913765438138,969677352.6650949
23,target,DQNAgent,profit_margin,327859.14609999984,0.010088043761858644,54579113.74200004
23,amazon_fresh,DQNAgent,market_share,5495292.931899976,0.19164504790118533,12398505.64614194
23,qfc,QTableAgent,revenue_with_inventory,5483682.859699974,0.19145095992649927,938567148.3638945
23,safeway,PPOAgent,long_term_value,186821.89850000004,0.005323957466777731,56024417.360899985
23,kroger,PPOAgent,promo_aware_profit,158371.5987999999,0.004461373813671441,27312760.168579977
23,trader_joes,A2CAgent,premium_floor,309202.4064000001,0.009554313000025717,190812.43559997564
23,whole_foods,A2CAgent,prestige_reward,256816.40919999994,0.007756595714137678,29488323.38669999
23,aldi,QTableAgent,discount_maximization,5434078.484399973,0.19000198520666003,937153544.0152935
23,costco,QTableAgent,bulk_volume,5552050.103699976,0.1940485855548028,1305043752.8799999
24,walmart,DQNAgent,pure_revenue,5631204.976099976,0.19581992073441762,977093799.1648943
24,target,DQNAgent,profit_margin,283983.73069999996,0.008758958299241865,47014380.746500015
24,amazon_fresh,DQNAgent,market_share,5542114.353499977,0.19272104353232405,12468997.062716011
24,qfc,QTableAgent,revenue_with_inventory,5520653.516899976,0.1920603734997393,944738232.8983935
24,safeway,PPOAgent,long_term_value,176296.4591,0.005032551972381768,53560484.592199974
24,kroger,PPOAgent,promo_aware_profit,158433.14789999987,0.00442127661037581,26902955.420300007
24,trader_joes,A2CAgent,premium_floor,313079.6758999999,0.009646161676214888,355411.0171999972
24,whole_foods,A2CAgent,prestige_reward,260775.49029999992,0.007840008944586347,28659775.0619
24,aldi,QTableAgent,discount_maximization,5441430.978399974,0.18936943747896107,942461611.6896937
24,costco,QTableAgent,bulk_volume,5588619.904899975,0.19433026725175723,1307273734.56
25,walmart,DQNAgent,pure_revenue,5624275.787399977,0.19576847521282,973608101.4005942
25,target,DQNAgent,profit_margin,309505.66610000003,0.00941678399171513,50821843.929699995
25,amazon_fresh,DQNAgent,market_share,5520135.492199976,0.19195645747904985,12446482.36894344
25,qfc,QTableAgent,revenue_with_inventory,5475079.917599974,0.19041616334298136,937463169.3574939
25,safeway,PPOAgent,long_term_value,186453.63769999996,0.005329176523169041,56114156.524200015
25,kroger,PPOAgent,promo_aware_profit,162340.05699999994,0.0046336647433000795,26159534.08730003
25,trader_joes,A2CAgent,premium_floor,316468.52249999996,0.009902206117623739,1176509.5789000317
25,whole_foods,A2CAgent,prestige_reward,259311.37409999996,0.007799960298153877,30040265.528200004
25,aldi,QTableAgent,discount_maximization,5444659.240799975,0.18950139479994538,943372150.7580943
25,costco,QTableAgent,bulk_volume,5616082.597499976,0.1952757174912415,1314604427.1399994
26,walmart,DQNAgent,pure_revenue,5610674.192299977,0.19546191901692114,975607899.5837944
26,target,DQNAgent,profit_margin,276187.14029999997,0.008352332867688923,46860779.566300005
26,amazon_fresh,DQNAgent,market_share,5495270.260499976,0.19148058869811133,12377263.242736511
26,qfc,QTableAgent,revenue_with_inventory,5460451.149099976,0.19018799540266065,934538691.3416935
26,safeway,PPOAgent,long_term_value,185170.92599999992,0.0053217924824275524,55576365.30809995
26,kroger,PPOAgent,promo_aware_profit,180055.9753999999,0.005192943231065893,30251541.772099953
26,trader_joes,A2CAgent,premium_floor,348493.9512,0.010998212801632917,180701.11570002267
26,whole_foods,A2CAgent,prestige_reward,264446.7486999998,0.008010263651475818,31357653.89309997
26,aldi,QTableAgent,discount_maximization,5448613.336699976,0.18988359064178206,941719527.627494
26,costco,QTableAgent,bulk_volume,5601731.049699977,0.19511036120623368,1312662277.6599998
27,walmart,DQNAgent,pure_revenue,5631344.128699978,0.19535752208182328,975474559.4972936
27,target,DQNAgent,profit_margin,285985.19509999995,0.008606221561183161,47973046.66340001
27,amazon_fresh,DQNAgent,market_share,5518751.672999976,0.19161711926635727,12379003.165842773
27,qfc,QTableAgent,revenue_with_inventory,5503827.561199975,0.191019604509531,941481075.7548938
27,safeway,PPOAgent,long_term_value,194173.8398,0.005583333391753214,56847344.30389993
27,kroger,PPOAgent,promo_aware_profit,176121.12629999992,0.005018976226378276,29302135.94778
27,trader_joes,A2CAgent,premium_floor,362664.4709000001,0.011318840598983668,4812602.248699986
27,whole_foods,A2CAgent,prestige_reward,269047.72119999997,0.008047931394119991,32039905.597000025
27,aldi,QTableAgent,discount_maximization,5438575.743899975,0.18890513434446407,938886378.5767944
27,costco,QTableAgent,bulk_volume,5605654.981699977,0.19452531662540604,1308643265.02
28,walmart,DQNAgent,pure_revenue,5598905.219899977,0.1953910813371326,970443399.6769941
28,target,DQNAgent,profit_margin,315837.26050000003,0.009756822168427229,54622505.75689996
28,amazon_fresh,DQNAgent,market_share,5470269.884499976,0.19067539654362675,12319138.761311004
28,qfc,QTableAgent,revenue_with_inventory,5454959.374199975,0.19022169017519805,932686551.455494
28,safeway,PPOAgent,long_term_value,195803.92779999995,0.005671865168196861,57877370.55079992
28,kroger,PPOAgent,promo_aware_profit,157086.5562999999,0.004416187925357729,24144848.04925999
28,trader_joes,A2CAgent,premium_floor,348409.29259999987,0.011009085675004115,685223.6502000013
28,whole_foods,A2CAgent,prestige_reward,260587.6584999999,0.007856815593334931,29889489.198499992
28,aldi,QTableAgent,discount_maximization,5440924.118699974,0.18982081940076762,940784844.9748944
28,costco,QTableAgent,bulk_volume,5593770.585999978,0.19518023601295417,1308406629.6999989
29,walmart,DQNAgent,pure_revenue,5604068.003199976,0.19529757606804715,976240600.6117935
29,target,DQNAgent,profit_margin,293076.98760000005,0.008806818531750969,50351855.336699955
29,amazon_fresh,DQNAgent,market_share,5505323.346299974,0.19209584793249862,12391429.273142513
29,qfc,QTableAgent,revenue_with_inventory,5470388.806699974,0.1907727940066093,938023809.3387944
29,safeway,PPOAgent,long_term_value,177894.91149999996,0.004995521219045676,53255615.536500014
29,kroger,PPOAgent,promo_aware_profit,169780.18289999984,0.004769762884155103,27306895.31002003
29,trader_joes,A2CAgent,premium_floor,351741.404,0.010933933474790172,1064619.9057000028
29,whole_foods,A2CAgent,prestige_reward,263959.86469999986,0.007975954160087713,30641630.669999953
29,aldi,QTableAgent,discount_maximization,5435598.206299974,0.18961287912128144,943825106.303295
29,costco,QTableAgent,bulk_volume,5580571.330999974,0.19473891260173384,1310027454.270001
30,walmart,DQNAgent,pure_revenue,5600842.472399977,0.19515783547535065,972099725.7709944
30,target,DQNAgent,profit_margin,293854.4358,0.008894559617925723,49781911.069899976
30,amazon_fresh,DQNAgent,market_share,5503711.557799976,0.19178056265247537,12409156.38072925
30,qfc,QTableAgent,revenue_with_inventory,5478017.898499975,0.19068711768424468,938607888.2648941
30,safeway,PPOAgent,long_term_value,177219.9897,0.005014353956779692,53431789.8023
30,kroger,PPOAgent,promo_aware_profit,167486.37259999994,0.004763565364374377,27193373.961879984
